accX_man,accX_std,accY_mean,accY_std,accZ_mean,accZ_std,gyroX_mean,gyroX_std,gyroY_mean,gyroY_std,gyroZ_mean,gyroZ_std,magX_mean,magX_std,magY_mean,magY_std,magZ_mean,magZ_std,lat_mean,lat_std,long_mean,long_std,speed_mean,speed_std,y
0.16278182116232134,-0.044734239787731014,-0.2698030582061242,-0.2346468371485466,0.20224745496669805,-0.3718043842083374,-0.23260948625395342,-0.23364010203287652,0.13447879933671825,-0.2687725292672651,-0.23140411169944633,-0.2344428064537347,-2.242391086723924,-0.8819766279895755,-0.2354261956743606,2.363590068751596,0.20857173811201032,0.06378537297251052,-0.23660422014165144,-0.2000100394416867,-0.2528708910112116,-0.21851879930501175,0.03860199225988529,-0.9453617325851376,1
-0.5343651591826077,0.09318600664045809,-0.28439902248570564,-0.23180598952435147,0.19800507352117178,-0.14178378171134098,-0.23310510125662556,-0.23380997959587277,0.20716545537629985,-0.23350948506275981,-0.22873035497645194,-0.2337316071744236,-2.2580760195037373,-0.8437541339892016,-0.2353670935589337,3.156731430026915,0.08481438541346233,-0.3625470562667148,-0.23660662972683555,-0.1999850297094388,-0.2534997335682176,-0.21816134393981584,2.7909085696466795,-0.009117845533360881,1
0.05982587125949369,-0.2684745068116914,-0.27860409719576457,-0.23417932620915533,0.15494278149036544,0.5567820972358916,-0.2312445369967993,-0.2298808561264747,0.1566931971997287,-0.2541740066503756,-0.23261105237205718,-0.23292593558661112,-0.7589944216599812,-1.1956005613604281,-0.23760319627275825,1.5331226044290651,-1.2333702303567424,-0.6598612703675355,-0.23660283943153249,-0.20003848215622824,-0.25176802706802776,-0.21850799906794235,-0.7650456523757455,0.550640041525325,1
-0.36220606703221875,0.17594777896170852,-0.27208819626854575,-0.2361960895435793,0.19076762866266192,0.19115498845609155,-0.23277785773854018,-0.23351745162088608,0.18338915576134737,-0.19045990299941973,-0.2265287715971188,-0.23173878226052635,-0.41288706633677874,-0.08890866224292097,-0.22768720212195892,0.3449901282155495,0.18292131144258586,-1.2982000283274593,-0.23660397445965103,-0.1999993698507638,-0.2527961474024478,-0.2185379845398122,1.1778907120080437,0.5817301312754277,1
-0.12763808885102798,-0.5539706175261508,-0.2748815555709303,-0.24210801818090638,0.1959433587343078,-0.9498944370581682,-0.23257889444222102,-0.23605377559646284,0.17171466990064643,-0.310311398237725,-0.23053144143835402,-0.23444373728826715,-2.1255308887674076,-0.4522899722757091,-0.2333759102903773,-0.0526394565946261,-0.26767575598553833,-1.0233920385638788,-0.23660597896330893,-0.20004329105605484,-0.25350898252530646,-0.2185592764816924,-2.0955767260612603,-1.3059068194809391,1
-0.3045006145139668,-0.33885507827371886,-0.2813101592542665,-0.23764629907637597,0.18415536942827343,-0.8343090062680425,-0.2327180829485104,-0.23523957216476793,0.19105160768100532,-0.2953245041650613,-0.2276622979384021,-0.23416141644508226,-0.9754991673031219,0.20456145053947813,-0.23247692288092797,-1.1853379053456286,-0.34994366988529224,-1.0526136807815623,-0.23660634258309668,-0.200020974471566,-0.25319802863053203,-0.21854899857557494,-2.492415354433742,0.21868442963378049,1
-0.1556971454186074,0.1090270103280177,-0.24828872912405667,-0.23617137892609227,0.09004328961974337,-0.48203575564552775,-0.2325628782305384,-0.2361015185495356,0.21617440086021175,-0.31128344132456065,-0.22872383979301794,-0.23548954303271624,1.1091513034580274,-0.5219292640770752,-0.23628675899704893,0.49442965108251646,-0.4860234475040147,0.4042412610928017,-0.23660857717407155,-0.199666835216891,-0.2283552000105481,-0.21838704824927885,4.954623568831501,1.5699562505265647,2
-0.12556715682676092,0.07531346813281074,-0.2251307939067161,-0.23814020165345626,-0.17536790935347737,-0.17713480009349156,-0.23238483558109302,-0.23593621630707462,0.06309284775491389,-0.1826837643571474,-0.23140790030245453,-0.23402784416638991,0.10613496771014441,1.6464062396493568,-0.2361361566178586,-0.2902950656120563,-0.9667207528901658,-0.12500087202431456,-0.23660241764406825,-0.2000305178552439,-0.2503380572685144,-0.21853100460595348,-0.5286786980711483,1.5593611787749113,2
-0.3053910331045594,0.10749286392684719,-0.2239777008084794,-0.23406954777403785,-0.20958188269557085,0.4624375350271767,-0.23238355386044912,-0.23539389419359597,0.07590547227630919,-0.21214699698408368,-0.23098061691943647,-0.23436551228647834,-0.04801485439966756,0.6910587558425075,-0.2378620569971126,-0.5974473427320528,0.6745041943189667,-0.3531806898892259,-0.2366116618283433,-0.2000175686902566,-0.22358288399035348,-0.21852482292834355,0.7630667072034755,0.11406587737221817,2
-0.3394742421723114,-0.24440887253762575,-0.24439407432555732,-0.24027804064157565,0.11391633637434499,-0.18892443047426666,-0.23295718210862945,-0.23626908442478692,0.28479551594398705,-0.2508120844151769,-0.22782158163344662,-0.23469979208431163,0.42908907138063,0.7881235809891262,-0.2358521522753035,-0.8241133372777422,-1.1718092063501238,-1.1567710942670284,-0.2366016421462486,-0.2000458824779914,-0.2499673514148913,-0.21850475989575416,0.10816141024095198,-0.6510974425727123,2
