accX_man,accX_std,accY_mean,accY_std,accZ_mean,accZ_std,gyroX_mean,gyroX_std,gyroY_mean,gyroY_std,gyroZ_mean,gyroZ_std,magX_mean,magX_std,magY_mean,magY_std,magZ_mean,magZ_std,lat_mean,lat_std,long_mean,long_std,speed_mean,speed_std,y
-0.0013967024066609383,-0.2537745651462258,-0.2704324835762292,-0.23442329649297633,0.21077944563355647,0.002163086341803954,-0.23213249974232414,-0.23391079265503747,0.15058716213369683,-0.2773912155462038,-0.2316849418974288,-0.23353050597512262,-1.3754825109489242,0.7786019926266312,-0.233700138069504,0.6373739098346918,-0.27715681208923126,-0.7101078951657194,-0.23660507774009334,-0.20001179797988897,-0.2535422123876964,-0.21855274391655366,-0.9153750353134692,-1.0674298417492811,1
0.13590353409604075,-0.10828893515105287,-0.2809135188614657,-0.23568348757470753,0.21410452107187453,-0.4777534095406585,-0.23192248398881604,-0.23255933953080604,0.16618934717180547,-0.2678890161604741,-0.23166457815625977,-0.23313962836134336,1.5958329179580168,0.7540519801630323,-0.24083335884442697,-0.7995913061544823,-0.5313676288695035,-1.0828704585417341,-0.23660385429675238,-0.20001524295601722,-0.25073189716635486,-0.21851732663628992,-0.13315799453478885,-1.084146834737555,1
-0.3075279372799522,-0.27454541440870095,-0.2605408945152493,-0.2390096200710952,0.11048261587329841,-0.1909611845823333,-0.23226924768302376,-0.233529926843252,0.22849387425623743,-0.2208113954609154,-0.22616542088986402,-0.23379414042728436,-2.129709281081886,-1.1058813055770886,-0.23626333466088678,1.7000701441945374,0.5964464253171105,0.126119009885695,-0.2366047895222663,-0.1999334738156388,-0.25310546069067447,-0.2183800200666329,-0.43885925543540144,3.2111191861361372,1
0.22250967394245505,-0.1025825472935539,-0.2841332679288948,-0.23834008447427724,0.21377171173620194,0.38431584825067294,-0.2332875164745834,-0.2270798888296542,0.1388380691902213,-0.24412133997395627,-0.23183092150708834,-0.23373803500584608,3.13867479545565,-1.1746643264578478,-0.23842806916663364,1.7617164485815417,-0.9039023550272026,-0.5835365962552433,-0.2366039653297595,-0.20001512352453335,-0.2507804045455677,-0.21849158472576108,1.541304904251362,1.4155001581318591,1
-0.3532679819413717,-0.2920632698054353,-0.2889211645274443,-0.23563030080245845,0.22634134191019906,-0.4136646703293514,-0.23274115392010086,-0.23432379742812423,0.1812537183411148,-0.26273699030321546,-0.22773496807985302,-0.2322481444585114,-0.7279281590436214,0.8137415603656669,-0.2371934551218659,-0.07630105711591971,0.2818263389826311,-0.6788739070390973,-0.23660559404154757,-0.1999890422185885,-0.2540554447319852,-0.2185040940677309,-0.5567472738948192,-0.9199058021675028,1
-0.4254393466382612,-0.03563388404090385,-0.28198303486601084,-0.23695847796072755,0.20758875139551108,-0.35886563940695243,-0.2330557580781522,-0.23430129279487755,0.21213381829055605,-0.26348175085424347,-0.22777066382382086,-0.23277173921732944,-0.08387658037291505,-1.123088334553642,-0.2348555104105388,3.1472311541098033,-0.12714708153192691,-0.8195881653353144,-0.23660439279128223,-0.20001579102484476,-0.2534145192132545,-0.21838648991959658,0.8189084001579366,0.23403744018585065,1
-0.13565555425926176,0.01069546230336628,-0.23378480192084386,-0.23112462742828238,0.04400927434542012,-0.18775577115786518,-0.23243759586359883,-0.2355787143737754,0.12646928068165866,-0.26714456218723504,-0.23078448567745596,-0.23454485221729177,-0.10870179067842671,1.4516323298401983,-0.235417670552795,-0.545085375626549,-0.6868393914587678,-0.6229558863502064,-0.23660315411657698,-0.20000462668091618,-0.25067414781588504,-0.2184268612461164,0.2740234787472637,1.0245306921664659,2
-0.027877239036534714,-0.5096165164727183,-0.23686063591029918,-0.24403012135555818,0.005351751470160728,-1.0298117111097893,-0.23295158914581965,-0.23630836080660395,0.182007402136491,-0.3231199664673402,-0.22952970036114162,-0.23586402461748585,1.471660533451165,-1.5216600956131807,-0.23758193338173395,-1.4317883291810805,0.46447246535520914,-1.4058824455909062,-0.2366043161204818,-0.200023340767022,-0.2509683938005307,-0.21850104233054798,2.0240844084185015,-0.7199277957555598,2
-0.21429764559489364,0.015060966416492648,-0.22554732540163852,-0.23354464436253627,-0.12773845037216303,0.1552895161898635,-0.23225246879459438,-0.2354327384335186,0.08706185339551971,-0.20728416887546972,-0.230932430624926,-0.23399835371989697,1.4475673842184924,-0.010524498842437276,-0.23726119315233865,0.5084565735882205,0.19287971238483292,0.8376011292112666,-0.23661167965530197,-0.2000343900001371,-0.22343043222711317,-0.21850423697844437,0.13787611306781553,-0.4612251380942675,2
-0.028931880345189228,0.0825694610876292,-0.22210663247091575,-0.23328272133032782,-0.17534359834407057,0.44432351870275877,-0.23242025767888844,-0.2359040713685296,0.06723810862948297,-0.2171987906689445,-0.2311010234587907,-0.2341523059213255,1.0461847845980234,0.9643199252520364,-0.236105847015571,-0.5827709907484129,-1.0111814924505014,-0.017785560622926307,-0.23661184710427602,-0.20001597426855489,-0.22341279318012702,-0.21854287102580006,0.22415005138899416,0.4705601019003413,2
